ID,Name,Overall Rating,No. of Ratings,Work Life Balance,Culture And Values,Senior Leadership,Compensation and Benefits,Career Opportunities,Sector,Industry Name,Website,Glassdoor
808981,Max Bupa Health Insurance Company,2.9,19,2.8,2.9,2.4,2.7,2.5,Insurance,Insurance Agencies & Brokerages,www.maxbupa.com,https://www.glassdoor.com/Overview/Working-at-Max Bupa Health Insurance Company-EI_IE808981.htm
519005,Development Credit Bank Limited,3.3,19,2.9,3.7,3.3,2.9,3.2,,,www.dcbbank.com,https://www.glassdoor.com/Overview/Working-at-Development Credit Bank Limited-EI_IE519005.htm
495493,Pidilite,3.6,19,3.5,3.3,3.4,3.1,3.3,Manufacturing,Chemical Manufacturing,www.pidilite.com,https://www.glassdoor.com/Overview/Working-at-Pidilite-EI_IE495493.htm
414457,Symphony Corporation,3.6,19,4.1,3.2,3.5,3.8,3.7,Information Technology,IT Services,www.symphonycorp.com,https://www.glassdoor.com/Overview/Working-at-Symphony Corporation-EI_IE414457.htm
20720,Realization Technologies,3.3,19,2.8,3.5,3.1,3.6,3.1,Information Technology,Computer Hardware & Software,www.realization.com,https://www.glassdoor.com/Overview/Working-at-Realization Technologies-EI_IE20720.htm
12803,Kudelski,3.2,19,3.4,3.1,2.4,3.3,2.7,Telecommunications,Telecommunications Manufacturing,www.nagra.com,https://www.glassdoor.com/Overview/Working-at-Kudelski-EI_IE12803.htm
117706,SIGMA Marketing Insights,2.9,19,3.5,2.8,2.5,3.0,2.9,Business Services,Advertising & Marketing,www.sigmamarketing.com,https://www.glassdoor.com/Overview/Working-at-SIGMA Marketing Insights-EI_IE117706.htm
35712,HELLO,3.5,19,4.0,4.0,3.5,3.7,3.5,Media,Publishing,www.hellomagazine.com,https://www.glassdoor.com/Overview/Working-at-HELLO-EI_IE35712.htm
391186,JK Cement,3.4,19,3.9,3.5,2.9,3.1,3.2,"Construction, Repair & Maintenance",Construction,www.jkcement.com,https://www.glassdoor.com/Overview/Working-at-JK Cement-EI_IE391186.htm
394608,DLF Pramerica,3.6,19,3.2,3.4,3.0,3.3,3.2,Insurance,Insurance Carriers,www.dlfpramericalife.com,https://www.glassdoor.com/Overview/Working-at-DLF Pramerica-EI_IE394608.htm
341860,authorGEN Technologies,3.6,19,3.6,3.5,3.2,3.4,3.2,Information Technology,IT Services,www.wiziq.com,https://www.glassdoor.com/Overview/Working-at-authorGEN Technologies-EI_IE341860.htm
536078,Naseba,3.8,19,2.9,3.8,3.8,3.3,4.2,Business Services,Consulting,www.naseba.com,https://www.glassdoor.com/Overview/Working-at-Naseba-EI_IE536078.htm
514654,Interface Business Solutions,3.0,19,3.1,3.1,3.0,3.2,3.3,Information Technology,Enterprise Software & Network Solutions,www.interface.co.in,https://www.glassdoor.com/Overview/Working-at-Interface Business Solutions-EI_IE514654.htm
522004,CRY - Child Rights and You,4.4,19,3.9,4.3,3.7,3.0,3.2,Non-Profit,Social Assistance,www.cry.org,https://www.glassdoor.com/Overview/Working-at-CRY - Child Rights and You-EI_IE522004.htm
517973,The MobileStore,2.9,19,2.5,2.7,2.6,2.6,2.7,Telecommunications,Telecommunications Services,www.themobilestore.in,https://www.glassdoor.com/Overview/Working-at-The MobileStore-EI_IE517973.htm
413322,The Visionaire Group,2.6,19,2.4,2.7,2.1,2.6,2.7,Media,Motion Picture Production & Distribution,www.tvgla.com,https://www.glassdoor.com/Overview/Working-at-The Visionaire Group-EI_IE413322.htm
459533,The Park Hotels,3.3,19,2.9,3.4,3.0,2.8,3.4,Travel & Tourism,"Hotels, Motels, & Resorts",www.theparkhotels.com,https://www.glassdoor.com/Overview/Working-at-The Park Hotels-EI_IE459533.htm
1155185,Kobster.com,4.0,19,4.1,3.9,4.0,3.4,4.1,Information Technology,Internet,www.kobster.com,https://www.glassdoor.com/Overview/Working-at-Kobster.com-EI_IE1155185.htm
1436697,ISGN Solutions,1.4,19,1.8,1.3,1.3,1.5,1.5,Business Services,Consulting,www.isgnsolutions.com,https://www.glassdoor.com/Overview/Working-at-ISGN Solutions-EI_IE1436697.htm
870890,Mapbox,4.1,19,3.5,4.1,3.5,4.5,4.1,Information Technology,Computer Hardware & Software,www.mapbox.com,https://www.glassdoor.com/Overview/Working-at-Mapbox-EI_IE870890.htm
1052298,EF Education,3.6,18,3.3,4.1,3.2,3.2,3.6,,,www.englishtown.cn,https://www.glassdoor.com/Overview/Working-at-EF Education-EI_IE1052298.htm
1005546,The Indian Economist,5.0,18,4.6,4.6,4.7,3.4,4.5,Media,Publishing,www.theindianeconomist.com,https://www.glassdoor.com/Overview/Working-at-The Indian Economist-EI_IE1005546.htm
1141506,Excelgens,4.6,18,4.2,4.6,4.4,4.3,4.5,Information Technology,IT Services,www.excelgens.com,https://www.glassdoor.com/Overview/Working-at-Excelgens-EI_IE1141506.htm
464298,Sundaram Infotech Solutions,3.3,18,3.3,3.4,3.1,2.6,3.2,Information Technology,IT Services,www.sundaraminfotech.com,https://www.glassdoor.com/Overview/Working-at-Sundaram Infotech Solutions-EI_IE464298.htm
501527,Endeavor Careers,3.5,18,2.8,3.5,3.8,3.1,3.1,Education,Education Training Services,www.endeavorcareers.com,https://www.glassdoor.com/Overview/Working-at-Endeavor Careers-EI_IE501527.htm
567579,AIM Global,4.6,18,4.6,4.9,4.8,4.9,5.0,Business Services,Advertising & Marketing,join.networkpreneur.com,https://www.glassdoor.com/Overview/Working-at-AIM Global-EI_IE567579.htm
677970,Norwin Technologies,2.6,18,2.4,2.0,2.4,2.3,2.7,Information Technology,IT Services,www.norwintechnologies.com,https://www.glassdoor.com/Overview/Working-at-Norwin Technologies-EI_IE677970.htm
370911,Quickstart Global,3.5,18,3.5,3.4,3.6,3.6,2.9,Business Services,Staffing & Outsourcing,www.quickstartglobal.com,https://www.glassdoor.com/Overview/Working-at-Quickstart Global-EI_IE370911.htm
40377,Mitsubishi UFJ,2.7,18,3.3,2.6,2.6,2.8,2.4,Business Services,Commercial Equipment Rental,www.lf.mufg.jp,https://www.glassdoor.com/Overview/Working-at-Mitsubishi UFJ-EI_IE40377.htm
18239,Aegis (Missouri),2.8,18,3.2,2.9,2.8,3.1,2.8,Manufacturing,Electrical & Electronic Manufacturing,www.goaegis.com,https://www.glassdoor.com/Overview/Working-at-Aegis (Missouri)-EI_IE18239.htm
247356,Interglobe,3.4,18,3.4,3.3,3.2,3.1,3.2,Travel & Tourism,Travel Agencies,www.interglobe.com,https://www.glassdoor.com/Overview/Working-at-Interglobe-EI_IE247356.htm
267012,Kaizen Technologies,3.5,18,3.5,3.3,3.6,3.2,3.4,Information Technology,IT Services,www.kaizentek.com,https://www.glassdoor.com/Overview/Working-at-Kaizen Technologies-EI_IE267012.htm
272842,Red Lion Controls,2.9,18,3.4,3.0,2.6,2.9,3.0,Consumer Services,"Health, Beauty, & Fitness",www.redlion.net,https://www.glassdoor.com/Overview/Working-at-Red Lion Controls-EI_IE272842.htm
347763,Egis India,3.5,18,3.3,2.8,2.5,2.8,3.1,Business Services,Architectural & Engineering Services,www.egis-india.com,https://www.glassdoor.com/Overview/Working-at-Egis India-EI_IE347763.htm
472137,CDAC Mumbai,3.7,18,4.2,3.5,2.9,3.3,3.3,Business Services,Research & Development,www.cdacmumbai.in,https://www.glassdoor.com/Overview/Working-at-CDAC Mumbai-EI_IE472137.htm
472202,Radio Mirchi,3.2,18,2.9,3.3,3.1,3.1,3.4,,,www.radiomirchi.com,https://www.glassdoor.com/Overview/Working-at-Radio Mirchi-EI_IE472202.htm
507624,Bisleri,2.8,18,3.1,2.5,2.7,2.2,2.6,Manufacturing,Food & Beverage Manufacturing,www.bisleri.com,https://www.glassdoor.com/Overview/Working-at-Bisleri-EI_IE507624.htm
518916,Claris Lifesciences Ahmedabad,2.6,18,2.3,2.7,2.5,2.7,2.6,,,www.clarislifesciences.com,https://www.glassdoor.com/Overview/Working-at-Claris Lifesciences Ahmedabad-EI_IE518916.htm
519795,Panoramic Universal Limited,2.5,18,2.3,2.0,1.7,1.8,1.9,Information Technology,IT Services,www.panoramicuniversal.com,https://www.glassdoor.com/Overview/Working-at-Panoramic Universal Limited-EI_IE519795.htm
737428,Locon Solutions,2.8,18,3.0,3.1,2.2,2.9,2.3,Information Technology,Internet,www.housing.co.in,https://www.glassdoor.com/Overview/Working-at-Locon Solutions-EI_IE737428.htm
984661,STR,3.8,18,4.1,3.4,3.4,3.4,3.1,Business Services,Research & Development,www.str.com,https://www.glassdoor.com/Overview/Working-at-STR-EI_IE984661.htm
715389,Cogencis Information Services,2.4,18,2.1,2.4,2.6,2.5,2.5,Media,News Outlet,www.cogencis.com,https://www.glassdoor.com/Overview/Working-at-Cogencis Information Services-EI_IE715389.htm
692059,MSH Group,4.3,18,4.1,4.4,4.3,4.1,4.3,Business Services,Consulting,www.mshgroupconsulting.com,https://www.glassdoor.com/Overview/Working-at-MSH Group-EI_IE692059.htm
661882,Venicom,2.2,18,2.8,1.9,2.1,2.5,1.8,Telecommunications,"Cable, Internet & Telephone Providers",www.venicom.com,https://www.glassdoor.com/Overview/Working-at-Venicom-EI_IE661882.htm
550902,TTK Prestige,3.3,18,3.1,3.5,3.5,3.0,3.5,Manufacturing,Consumer Products Manufacturing,www.ttkprestige.com,https://www.glassdoor.com/Overview/Working-at-TTK Prestige-EI_IE550902.htm
523112,Gannon Dunkerley,3.2,18,2.6,2.8,3.1,3.1,3.5,"Construction, Repair & Maintenance",Construction,www.gannondunkerley.com,https://www.glassdoor.com/Overview/Working-at-Gannon Dunkerley-EI_IE523112.htm
520217,Supertech Limited,3.2,18,2.8,3.0,3.0,2.9,3.3,,,www.supertechlimited.com,https://www.glassdoor.com/Overview/Working-at-Supertech Limited-EI_IE520217.htm
920477,Curriculum Vitae,3.7,18,2.8,3.3,2.8,3.2,3.3,Retail,Other Retail Stores,www.cv-newyork.com,https://www.glassdoor.com/Overview/Working-at-Curriculum Vitae-EI_IE920477.htm
812996,MNR Solutions,3.7,18,3.4,3.6,3.4,3.1,3.8,Business Services,Staffing & Outsourcing,www.mnrsolutions.in,https://www.glassdoor.com/Overview/Working-at-MNR Solutions-EI_IE812996.htm
229721,Glow Networks,3.8,18,3.9,4.0,3.6,3.3,3.5,Information Technology,IT Services,www.csscorp.com,https://www.glassdoor.com/Overview/Working-at-Glow Networks-EI_IE229721.htm
282269,ReSource Pro,3.6,18,4.1,4.1,3.5,3.6,3.4,Insurance,Insurance Agencies & Brokerages,www.resourcepro.com,https://www.glassdoor.com/Overview/Working-at-ReSource Pro-EI_IE282269.htm
284222,Anite Telecoms,3.5,18,3.8,3.3,3.3,3.4,3.1,Telecommunications,"Cable, Internet & Telephone Providers",www.anite.com,https://www.glassdoor.com/Overview/Working-at-Anite Telecoms-EI_IE284222.htm
272646,Infilco Degremont,2.8,18,3.6,3.0,2.8,3.2,3.2,"Oil, Gas, Energy & Utilities",Utilities,www.degremont.com,https://www.glassdoor.com/Overview/Working-at-Infilco Degremont-EI_IE272646.htm
304381,HHH,3.1,18,3.6,3.5,3.2,3.3,3.5,Health Care,Health Care Services & Hospitals,www.hhhinc.org,https://www.glassdoor.com/Overview/Working-at-HHH-EI_IE304381.htm
331979,VGS,3.1,18,3.0,3.5,2.2,2.1,3.1,Manufacturing,Industrial Manufacturing,www.vgsjob.org,https://www.glassdoor.com/Overview/Working-at-VGS-EI_IE331979.htm
6304,Allin,2.0,18,2.2,2.4,1.9,2.5,2.1,Information Technology,IT Services,www.allin.com,https://www.glassdoor.com/Overview/Working-at-Allin-EI_IE6304.htm
8195,JTEKT,2.7,18,2.6,2.6,2.3,3.2,2.6,Manufacturing,Transportation Equipment Manufacturing,www.jtekt.co.jp,https://www.glassdoor.com/Overview/Working-at-JTEKT-EI_IE8195.htm
10284,Rotork,2.4,17,3.0,2.3,2.4,2.8,2.4,Manufacturing,Electrical & Electronic Manufacturing,www.rotork.com,https://www.glassdoor.com/Overview/Working-at-Rotork-EI_IE10284.htm
377457,Development Consultants,3.0,17,3.4,3.0,2.4,2.2,3.0,Business Services,Consulting,dcpl.net.in,https://www.glassdoor.com/Overview/Working-at-Development Consultants-EI_IE377457.htm
264868,JBA International,3.8,17,4.4,4.2,4.0,4.0,4.2,Business Services,Consulting,www.jba.com,https://www.glassdoor.com/Overview/Working-at-JBA International-EI_IE264868.htm
978092,Zimply (India),2.8,17,3.4,3.4,2.4,2.7,3.1,Information Technology,Internet,www.zimply.in,https://www.glassdoor.com/Overview/Working-at-Zimply (India)-EI_IE978092.htm
519772,Opulentus Overseas Careers,4.2,17,4.3,4.3,4.4,4.2,4.4,Travel & Tourism,Travel Agencies,www.opulentuz.com,https://www.glassdoor.com/Overview/Working-at-Opulentus Overseas Careers-EI_IE519772.htm
543758,HDFC Standard Life,3.8,17,3.2,4.0,3.5,3.4,3.5,Insurance,Insurance Carriers,www.hdfclife.net,https://www.glassdoor.com/Overview/Working-at-HDFC Standard Life-EI_IE543758.htm
482268,Godrej Interio,3.4,17,3.0,3.9,3.4,3.4,3.4,Manufacturing,Consumer Products Manufacturing,www.godrejinterio.com,https://www.glassdoor.com/Overview/Working-at-Godrej Interio-EI_IE482268.htm
733240,Evolve Technologies & Services,2.3,17,1.9,2.1,2.0,2.1,2.1,Information Technology,IT Services,www.evolve-india.com,https://www.glassdoor.com/Overview/Working-at-Evolve Technologies & Services-EI_IE733240.htm
916173,Passport,3.7,17,3.3,3.9,3.8,3.5,3.6,Information Technology,Computer Hardware & Software,www.passportinc.com,https://www.glassdoor.com/Overview/Working-at-Passport-EI_IE916173.htm
610464,Federal-Mogul Goetze (India),2.7,17,2.6,2.5,2.0,2.5,2.7,Manufacturing,Transportation Equipment Manufacturing,www.federalmogulgoetze.com,https://www.glassdoor.com/Overview/Working-at-Federal-Mogul Goetze (India)-EI_IE610464.htm
519512,LakshmiKumaran and Sridharan,3.7,17,2.7,3.7,3.2,3.5,3.7,,,www.lslaw.in,https://www.glassdoor.com/Overview/Working-at-LakshmiKumaran and Sridharan-EI_IE519512.htm
528631,NII Consulting,3.6,17,3.0,3.2,3.2,2.6,3.4,Business Services,Consulting,www.niiconsulting.com,https://www.glassdoor.com/Overview/Working-at-NII Consulting-EI_IE528631.htm
531277,Ramee Group of Hotels,3.3,17,3.3,3.2,3.3,3.4,3.6,Travel & Tourism,"Hotels, Motels, & Resorts",www.rameehotels.com,https://www.glassdoor.com/Overview/Working-at-Ramee Group of Hotels-EI_IE531277.htm
530572,Sugar Factory,2.0,17,2.3,1.8,1.3,2.1,2.0,"Restaurants, Bars & Food Services",Casual Restaurants,www.sugarfactory.com,https://www.glassdoor.com/Overview/Working-at-Sugar Factory-EI_IE530572.htm
507623,Indus Towers,3.2,17,2.6,3.1,2.5,3.5,2.9,Telecommunications,Telecommunications Services,www.industowers.com,https://www.glassdoor.com/Overview/Working-at-Indus Towers-EI_IE507623.htm
9998,Vault,3.2,17,4.2,3.6,2.6,2.9,3.0,Media,Publishing,www.vault.com,https://www.glassdoor.com/Overview/Working-at-Vault-EI_IE9998.htm
354414,BFS,3.0,17,2.0,2.8,3.5,3.3,3.0,Insurance,Insurance Carriers,www.bajajfinserv.in,https://www.glassdoor.com/Overview/Working-at-BFS-EI_IE354414.htm
270816,KAnand,3.6,17,3.4,3.5,3.8,3.6,3.5,Consumer Services,"Health, Beauty, & Fitness",www.kanandcorp.com,https://www.glassdoor.com/Overview/Working-at-KAnand-EI_IE270816.htm
140225,Redington Group,4.1,17,4.2,4.4,4.1,3.4,4.1,Transportation & Logistics,Logistics & Supply Chain,www.redingtonindia.com,https://www.glassdoor.com/Overview/Working-at-Redington Group-EI_IE140225.htm
11331,Permasteelisa,3.1,17,3.0,3.1,3.0,3.0,3.5,Manufacturing,Consumer Products Manufacturing,www.permasteelisa.com,https://www.glassdoor.com/Overview/Working-at-Permasteelisa-EI_IE11331.htm
241266,HPI Real Estate Services,3.5,17,3.8,4.3,3.7,3.9,3.3,Real Estate,Real Estate,www.hpitx.com,https://www.glassdoor.com/Overview/Working-at-HPI Real Estate Services-EI_IE241266.htm
376230,Advanced Technology Consulting Service,3.9,17,3.5,3.9,3.7,3.5,3.7,Information Technology,IT Services,www.atcs.com,https://www.glassdoor.com/Overview/Working-at-Advanced Technology Consulting Service-EI_IE376230.htm
393900,Bonfiglioli Group,3.0,17,2.5,2.8,2.2,2.8,3.3,Manufacturing,Industrial Manufacturing,www.bonfiglioli.com,https://www.glassdoor.com/Overview/Working-at-Bonfiglioli Group-EI_IE393900.htm
369483,TAM Media Research,4.1,17,2.8,3.6,3.2,3.5,3.0,Business Services,Research & Development,www.tamindia.com,https://www.glassdoor.com/Overview/Working-at-TAM Media Research-EI_IE369483.htm
249776,Starhome,3.1,17,2.6,3.2,2.7,2.5,3.4,Telecommunications,Telecommunications Services,www.starhomemach.com,https://www.glassdoor.com/Overview/Working-at-Starhome-EI_IE249776.htm
586470,Pariksha Labs,3.2,17,3.3,3.2,2.9,2.8,2.9,Information Technology,Computer Hardware & Software,www.parikshalabs.com,https://www.glassdoor.com/Overview/Working-at-Pariksha Labs-EI_IE586470.htm
514166,JUSCO,2.9,17,3.8,3.8,2.9,3.3,3.1,"Oil, Gas, Energy & Utilities",Utilities,www.juscoltd.com,https://www.glassdoor.com/Overview/Working-at-JUSCO-EI_IE514166.htm
512652,Techzone,3.0,17,2.9,2.9,2.7,2.7,2.7,Telecommunications,"Cable, Internet & Telephone Providers",www.56060.in,https://www.glassdoor.com/Overview/Working-at-Techzone-EI_IE512652.htm
414041,Impulse (India),3.0,17,3.2,3.3,3.2,2.8,3.3,Transportation & Logistics,Logistics & Supply Chain,www.impulse.co.in,https://www.glassdoor.com/Overview/Working-at-Impulse (India)-EI_IE414041.htm
1042649,Imarticus Learning,3.7,17,3.1,3.5,3.6,3.2,3.5,Education,Education Training Services,www.imarticus.org,https://www.glassdoor.com/Overview/Working-at-Imarticus Learning-EI_IE1042649.htm
814924,Wallet Hub,4.5,16,3.8,4.2,4.3,4.1,4.2,Finance,Financial Analytics & Research,www.wallethub.com,https://www.glassdoor.com/Overview/Working-at-Wallet Hub-EI_IE814924.htm
1121418,TNS,3.7,16,3.0,3.3,3.0,2.9,2.9,,,www.trend-news-service.net,https://www.glassdoor.com/Overview/Working-at-TNS-EI_IE1121418.htm
1140847,Enigma,3.9,16,4.6,4.3,3.3,3.4,3.6,Information Technology,Enterprise Software & Network Solutions,www.enigma.com,https://www.glassdoor.com/Overview/Working-at-Enigma-EI_IE1140847.htm
463503,Accordion Partners,4.4,16,4.3,4.5,4.4,3.7,4.1,Business Services,Consulting,www.accordionpartners.com,https://www.glassdoor.com/Overview/Working-at-Accordion Partners-EI_IE463503.htm
473965,Amarchand & Mangaldas,3.2,16,2.2,3.0,2.8,3.7,3.9,,,www.legal500.com,https://www.glassdoor.com/Overview/Working-at-Amarchand & Mangaldas-EI_IE473965.htm
423486,Government of Andhra Pradesh,3.6,16,3.6,2.5,3.1,3.4,3.4,Government,Federal Agencies,www.aponline.gov.in,https://www.glassdoor.com/Overview/Working-at-Government of Andhra Pradesh-EI_IE423486.htm
508555,Shell Infotech,3.0,16,2.7,2.6,2.5,2.7,2.8,Information Technology,IT Services,www.shellinfotech.com,https://www.glassdoor.com/Overview/Working-at-Shell Infotech-EI_IE508555.htm
612105,TMEIC International Corporation,3.8,16,3.7,3.4,3.2,3.9,3.5,Information Technology,Computer Hardware & Software,www.tmeic.com,https://www.glassdoor.com/Overview/Working-at-TMEIC International Corporation-EI_IE612105.htm
271095,HaloSource,3.3,16,3.6,3.9,2.7,3.1,3.5,Retail,"Department, Clothing, & Shoe Stores",www.halosource.com,https://www.glassdoor.com/Overview/Working-at-HaloSource-EI_IE271095.htm
311058,Growel Softech,2.2,16,2.1,2.1,1.7,2.1,2.3,Information Technology,IT Services,www.growelsoftech.com,https://www.glassdoor.com/Overview/Working-at-Growel Softech-EI_IE311058.htm
314080,SPS,2.6,16,2.6,2.4,2.4,2.9,2.0,Business Services,Architectural & Engineering Services,www.spscorporation.com,https://www.glassdoor.com/Overview/Working-at-SPS-EI_IE314080.htm
333245,TEC,3.1,16,2.7,2.8,2.8,2.5,2.8,Business Services,Consulting,www.tecinc.com,https://www.glassdoor.com/Overview/Working-at-TEC-EI_IE333245.htm
377715,WIPO,2.6,16,3.3,1.6,2.3,4.0,2.1,Government,Federal Agencies,www.wipo.int,https://www.glassdoor.com/Overview/Working-at-WIPO-EI_IE377715.htm
244699,Pyramid Technology Solutions,3.2,16,3.8,3.3,3.3,3.1,3.0,Information Technology,IT Services,www.pyramidinc.com,https://www.glassdoor.com/Overview/Working-at-Pyramid Technology Solutions-EI_IE244699.htm
230496,Vitalize Consulting Solutions,4.1,16,4.1,4.0,3.8,4.2,3.8,Business Services,Staffing & Outsourcing,www.getvitalized.com,https://www.glassdoor.com/Overview/Working-at-Vitalize Consulting Solutions-EI_IE230496.htm
285371,MacLellan Integrated Services,2.7,16,2.1,2.7,2.7,3.0,2.9,"Construction, Repair & Maintenance",Commercial Equipment Repair & Maintenance,www.maclellanlive.com,https://www.glassdoor.com/Overview/Working-at-MacLellan Integrated Services-EI_IE285371.htm
312805,Dawson,4.0,16,4.1,4.3,4.0,3.1,3.4,Business Services,Staffing & Outsourcing,www.dawsoncareers.com,https://www.glassdoor.com/Overview/Working-at-Dawson-EI_IE312805.htm
3519,Suzuki Motor,3.3,16,3.3,3.1,2.5,2.4,3.4,Manufacturing,Transportation Equipment Manufacturing,www.globalsuzuki.com,https://www.glassdoor.com/Overview/Working-at-Suzuki Motor-EI_IE3519.htm
539607,Pratham,3.9,16,3.6,4.1,3.6,2.7,3.3,Non-Profit,Social Assistance,www.pratham.org,https://www.glassdoor.com/Overview/Working-at-Pratham-EI_IE539607.htm
519095,Eveready Industries India,3.3,16,3.3,3.6,2.6,3.1,3.2,,,www.evereadyindustries.com,https://www.glassdoor.com/Overview/Working-at-Eveready Industries India-EI_IE519095.htm
